line_number,text,Source
189,బాటించి నటించు వాడె నరుడు కుమారా!,kumara_satakam
190,48. లోకులు తనుఁ గొనియాడ వి,kumara_satakam
191,వేకి యదియు నిందగాక విననొల్లడు సు,kumara_satakam
192,శ్లోకుల చరితం బిట్టిది,kumara_satakam
193,చేకొనవలె నట్టి నడక చిన్ని కుమారా!,kumara_satakam
194,49. వగవకు గడచిన దానికి,kumara_satakam
195,పొగడకు దుర్మతుల నెపుడు; పొసగని పనికై,kumara_satakam
196,యొగి దీనత నొందకుమీ,kumara_satakam
197,తగ దైవగతిం బొసంగు ధరను కుమారా!,kumara_satakam
198,50. బరులెవ్వరేని దనతో,kumara_satakam
199,బరిభాషించినను మేలు పలుక వలయు నా,kumara_satakam
200,దరము గల చోటఁ గీడు,kumara_satakam
201,న్గరము నొనర్పంగరాదు గదర కుమారా!,kumara_satakam
202,51. సిరి చేర్చు బంధువుల నా,kumara_satakam
203,సిరియే శుభముల నొసంగు చెలువుల గూర్చున్,kumara_satakam
204,సిరియే గుణవంతుండని,kumara_satakam
205,ధరలొ బొగడించునంచు దలపు కుమారా!,kumara_satakam
206,52. తనదు కులాంగన యాలో,kumara_satakam
207,చనమున మంత్రియును భుక్తి సమయంబున దా,kumara_satakam
208,జననియు రతిలో రంభా,kumara_satakam
209,వనజేక్షణ యయినఁ బుణ్యవశము కుమారా!,kumara_satakam
210,53. అల దేవగృహము కడప యి,kumara_satakam
211,రుల గోవాటముల యందు ద్రోవలలో ర,kumara_satakam
212,చ్చల కొట్టములను నొప్పదు,kumara_satakam
213,మల మూత్ర విసర్జనంబు మహిని కుమారా!,kumara_satakam
214,54. పాపపు బని మది దలపకు,kumara_satakam
215,చేపట్టిన వారి విడువ జేయకు కీడున్,kumara_satakam
216,"లోపల దలపకు, క్రూరుల",kumara_satakam
217,"ప్రాపును మది నమ్మబోకు, రహిని కుమారా!",kumara_satakam
218,55. జగడంబులాడు చోటను,kumara_satakam
219,మగువలు వసియించుచోట మదగజము దరిన్,kumara_satakam
220,బగతుండు తిరుగుచోటన్,kumara_satakam
221,మగుడి చనగవలయుఁ జలము మాని కుమారా!,kumara_satakam
222,56. తిరుగకు దుర్మార్గులతో,kumara_satakam
223,నరుగకు గహనాంతర స్థలాదుల కొంటన్,kumara_satakam
224,జరుగకు శత్రుల మోల,kumara_satakam
225,న్మరువకు మేల్ హితులయెడల మదిని కుమారా!,kumara_satakam
226,57. తరలాక్షుల యెడనెన్నడు,kumara_satakam
227,బర్హాసాలాపములను పచరింపకుమీ,kumara_satakam
228,బరికించి నిరీక్షించిన,kumara_satakam
229,నురు దోషంబనుచు దలపుచుండు కుమారా!,kumara_satakam
230,58. కాయమున నాటు శరములు,kumara_satakam
231,పాయంబున దీయవచ్చు బహునిష్ఠురతన్,kumara_satakam
232,గూయ మదినాటు మాటలు,kumara_satakam
233,పాయవుగా యెపుడు నెగడు పరచు కుమారా!,kumara_satakam
234,59. పెనుకోపము గర్వము ను,kumara_satakam
235,బ్బును జపలము దురభిమానము నిర్వ్యాపారం,kumara_satakam
236,బునుఁ జొరవు నునికియును న,kumara_satakam
237,ల్పుని గుణము లటంచు దెలివిబొందు కుమారా!,kumara_satakam
238,60. విత్తము గూర్చిన మనుజుం,kumara_satakam
239,డుత్తమ దానంబు భోగమొందని యెడ భూ,kumara_satakam
240,భృత్త స్కర శిఖి గతము వి,kumara_satakam
241,వృత్తికంబగును నట్టి పదవి కుమారా!,kumara_satakam
242,61. జారులతో  జోరులతో,kumara_satakam
243,గ్రూరులతో నెపుడు పొత్తు గోరక మది స,kumara_satakam
244,త్ఫూరుష పదాంబు జాతా,kumara_satakam
245,ధారుడవై బ్రతుకు కీర్తి తనరు కుమారా!,kumara_satakam
246,62. జ్ఞానుల చరితము వీనుల,kumara_satakam
247,నానుచు సత్పురుష గోష్టి ననఘంబనుచున్,kumara_satakam
248,బూనుము : ధర్మపధంబును,kumara_satakam
249,దా నెరిగినయంత మరువదగదు కుమారా!,kumara_satakam
250,63. తన పంక్తి యందు బాంధవ,kumara_satakam
251,జనము లొక విధంబుగా మెసమ్గుచు నుండం,kumara_satakam
252,గను దా సద్రసముల మెస,kumara_satakam
253,గిన విషభోజన సమంబు క్షితిని కుమారా!,kumara_satakam
254,64. పరజనులు కట్టి విడిచిన,kumara_satakam
255,వర చేలములైన గట్ట వలదు వలువలన్,kumara_satakam
256,నెరి మాయు మడాత మార్చుచు,kumara_satakam
257,ధరియించుటా యొప్పదండ్రు ధరను కుమారా!,kumara_satakam
258,65. లోకమున సర్వజనులకు,kumara_satakam
259,నా కాలుడు ప్రాణహారియై యుండగ శో,kumara_satakam
260,భాకృత కార్యముల వడిం,kumara_satakam
261,బ్రాకటాముగ జేయకుండరాదు కుమారా!,kumara_satakam
262,66. ప్రజ్ఞావంతుని చెతను,kumara_satakam
263,ప్రజ్ఞాహీనునకు గడమ వాటిల్లు నిలన్,kumara_satakam
264,బ్రాజ్ఞత గల్గి నటించిన,kumara_satakam
265,దత్‍జ్ఞు న్నుతియింతురదియు ధనము కుమారా!,kumara_satakam
266,67. గృహ దాహకునిం బరదా,kumara_satakam
267,రహరుం బంధుహిత కార్య రహితుని దుష్టో,kumara_satakam
268,త్సాహపరుని జంపి నరపతి,kumara_satakam
269,యిహ పరముల యందు కీర్తి నెసగు కుమారా!,kumara_satakam
270,68. జనియించుట పొలియుటకే,kumara_satakam
271,పెను సుఖమొందుటది కష్ట విధినొందుటకే,kumara_satakam
272,విను హెచ్చుట తగ్గుటకే,kumara_satakam
